,회사명,종목코드,업종,상장일,최근일 거래량
1792,동아타이어,282690,고무제품 제조업,2017-11-29,6461.0
1793,동양피스톤,092780,자동차용 엔진 및 자동차 제조업,2017-12-08,201632.0
1794,동원시스템즈,014820,플라스틱제품 제조업,1994-03-29,36599.0
1795,두산밥캣,241560,특수 목적용 기계 제조업,2016-11-18,877481.0
1796,디와이파워,210540,특수 목적용 기계 제조업,2015-01-15,237944.0
1797,롯데리츠,330590,부동산 임대 및 공급업,2019-10-30,670338.0
1798,메리츠금융지주,138040,기타 금융업,2011-05-13,93567.0
1799,무림P&P,009580,"펄프, 종이 및 판지 제조업",1989-06-20,414404.0
1800,미원상사,002840,기타 화학제품 제조업,1989-09-25,4057.0
1801,방림,003610,직물직조 및 직물제품 제조업,1989-05-30,99533.0
1802,보령제약,003850,의약품 제조업,1988-10-24,699485.0
1803,사조오양,006090,수산물 가공 및 저장 처리업,1986-12-24,82751.0
1804,삼아알미늄,006110,1차 비철금속 제조업,1980-12-05,150309.0
1805,삼양사,145990,기타 식품 제조업,2011-12-05,47269.0
1806,삼호개발,010960,기반조성 및 시설물 축조관련 전문공사업,2005-05-12,537205.0
1807,삼화전자공업,011230,영상 및 음향기기 제조업,1987-05-25,97654.0
1808,삼화페인트공업,000390,기타 화학제품 제조업,1993-09-10,40950.0
1809,성문전자,014910,전자부품 제조업,1990-03-24,248662.0
1810,세아베스틸,001430,1차 철강 제조업,1991-03-12,401544.0
1811,세아제강지주,003030,기타 금융업,1969-05-13,9174.0
1812,쌍방울,102280,봉제의복 제조업,2008-06-10,16722818.0
1813,쌍용양회공업,003410,"시멘트, 석회, 플라스터 및 그 제품 제조업",1975-05-03,1638711.0
1814,씨에스윈드,112610,"구조용 금속제품, 탱크 및 증기발생기 제조업",2014-11-27,88533.0
1815,아남전자,008700,영상 및 음향기기 제조업,1984-08-11,1255865.0
1816,아세아제지,002310,"골판지, 종이 상자 및 종이용기 제조업",1988-12-15,42703.0
1817,에쓰씨엔지니어링,023960,토목 건설업,1997-06-23,52481.0
1818,에어부산,298690,항공 여객 운송업,2018-12-27,581337.0
1819,엔케이물산,009810,기타 전문 도매업,1988-08-31,1110672.0
1820,영원무역,111770,상품 종합 도매업,2009-07-30,171303.0
1821,영흥,012160,1차 철강 제조업,2010-01-25,1070944.0
1822,오리엔트바이오,002630,의약품 제조업,1976-12-28,1714382.0
1823,오리온홀딩스,001800,기타 금융업,1975-06-27,207082.0
1824,용평리조트,070960,일반 및 생활 숙박시설 운영업,2016-05-27,356972.0
1825,웅진,016880,기타 금융업,1994-11-05,201160.0
1826,원림,005820,직물직조 및 직물제품 제조업,1990-04-20,129.0
1827,유니퀘스트,077500,기계장비 및 관련 물품 도매업,2004-08-05,300141.0
1828,이엔플러스,074610,일반 목적용 기계 제조업,2003-12-23,588428.0
1829,일동제약,249420,의약품 제조업,2016-08-31,2360598.0
1830,일신석재,007110,"건축자재, 철물 및 난방장치 도매업",1986-03-04,3269730.0
1831,주연테크,044380,컴퓨터 및 주변장치 제조업,2006-11-15,1376227.0
1832,지코,010580,자동차 신품 부품 제조업,1994-12-27,0.0
1833,진양산업,003780,플라스틱제품 제조업,1973-06-26,224763.0
1834,케이비아이동국실업,001620,자동차 신품 부품 제조업,1990-09-15,293343.0
1835,케이씨,029460,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",1997-11-25,259453.0
1836,케이티스카이라이프,053210,텔레비전 방송업,2011-06-03,180016.0
1837,코오롱,002020,기타 금융업,1975-06-23,289940.0
1838,키움증권,039490,금융 지원 서비스업,2009-08-03,156375.0
1839,티웨이홀딩스,004870,"시멘트, 석회, 플라스터 및 그 제품 제조업",1977-06-30,742082.0
1840,파미셀,005690,기초 의약물질 및 생물학적 제제 제조업,1988-05-20,7578623.0
1841,평화홀딩스,010770,자동차 신품 부품 제조업,1986-03-31,57438.0
1842,풀무원,017810,기타 식품 제조업,1995-10-05,452508.0
1843,하이트진로홀딩스,000140,기타 금융업,1973-09-19,141005.0
1844,한국단자공업,025540,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1996-10-16,88016.0
1845,한국조선해양,009540,선박 및 보트 건조업,1999-08-24,450036.0
1846,한국카본,017960,"구조용 금속제품, 탱크 및 증기발생기 제조업",1995-07-08,1239949.0
1847,한국타이어앤테크놀로지,161390,고무제품 제조업,2012-10-04,433343.0
1848,한농화성,011500,기타 화학제품 제조업,2003-01-09,31000.0
1849,한신공영,004960,건물 건설업,1976-07-07,18555.0
1850,한익스프레스,014130,도로 화물 운송업,1989-07-25,343620.0
1851,한전기술,052690,"건축기술, 엔지니어링 및 관련 기술 서비스업",2009-12-14,144545.0
1852,한화투자증권,003530,금융 지원 서비스업,1986-11-25,1499642.0
1853,현대글로비스,086280,기타 운송관련 서비스업,2005-12-26,211660.0
1854,화승알앤에이,013520,자동차 신품 부품 제조업,1991-02-22,101376.0
1855,효성티앤씨,298020,화학섬유 제조업,2018-07-13,16173.0
1856,GRT,900290,기타 금융업,2016-10-25,332591.0
1857,GV,045890,전구 및 조명장치 제조업,2005-11-28,8986805.0
1858,HB테크놀러지,078150,특수 목적용 기계 제조업,2004-12-08,1756735.0
1859,IBKS제12호스팩,335870,금융 지원 서비스업,2019-12-09,17957.0
1860,IBKS제7호스팩,276920,금융 지원 서비스업,2017-11-10,70098.0
1861,ISC,095340,전자부품 제조업,2007-10-01,489286.0
1862,KD,044180,건물 건설업,2000-11-16,0.0
1863,KG이니시스,035600,소프트웨어 개발 및 공급업,2002-11-22,3658872.0
1864,MP한강,219550,생활용품 도매업,2015-07-22,275944.0
1865,NE능률,053290,"서적, 잡지 및 기타 인쇄물 출판업",2002-12-10,500588.0
1866,NHN한국사이버결제,060250,기타 정보 서비스업,2002-01-08,1723990.0
1867,SBI인베스트먼트,019550,신탁업 및 집합투자업,1989-09-06,934957.0
1868,SG,255220,기타 비금속 광물제품 제조업,2018-01-26,305229.0
1869,고려제약,014570,의약품 제조업,2000-12-07,1349358.0
1870,국일제지,078130,기타 종이 및 판지 제품 제조업,2004-10-22,3761035.0
1871,글로스퍼랩스,032860,"해체, 선별 및 원료 재생업",1997-07-04,1596121.0
1872,금강철강,053260,1차 철강 제조업,2002-01-04,14473.0
1873,기가레인,049080,특수 목적용 기계 제조업,2013-12-19,2112961.0
1874,나노스,151910,전자부품 제조업,2012-08-02,189148.0
1875,나노캠텍,091970,플라스틱제품 제조업,2007-01-30,418965.0
1876,나라엠앤디,051490,특수 목적용 기계 제조업,2001-06-12,580220.0
1877,나우IB,293580,기타 금융업,2018-10-04,964167.0
1878,내츄럴엔도텍,168330,자연과학 및 공학 연구개발업,2013-10-31,0.0
1879,네오펙트,290660,의료용 기기 제조업,2018-11-28,110322.0
1880,녹십자엠에스,142280,의료용품 및 기타 의약 관련제품 제조업,2014-12-17,2602223.0
1881,녹십자웰빙,234690,의약품 제조업,2019-10-14,2998615.0
1882,뉴로스,126870,일반 목적용 기계 제조업,2012-02-15,621482.0
1883,뉴지랩,214870,통신 및 방송 장비 제조업,2015-10-13,2425965.0
1884,대동기어,008830,특수 목적용 기계 제조업,1991-05-17,11227.0
1885,대륙제관,004780,기타 금속 가공제품 제조업,1994-12-29,442161.0
1886,대모,317850,특수 목적용 기계 제조업,2019-07-24,147192.0
1887,대성엘텍,025440,영상 및 음향기기 제조업,1995-05-22,1666224.0
1888,대성창투,027830,신탁업 및 집합투자업,1999-11-30,544657.0
1889,대양제지,006580,"펄프, 종이 및 판지 제조업",1993-12-29,90323.0
1890,대정화금,120240,기초 화학물질 제조업,2010-12-20,266291.0
1891,대창스틸,140520,1차 철강 제조업,2014-12-05,52471.0
1892,덕우전자,263600,전자부품 제조업,2017-08-28,2255998.0
1893,동국S&C,100130,"구조용 금속제품, 탱크 및 증기발생기 제조업",2009-08-31,1604324.0
1894,동성화인텍,033500,기초 화학물질 제조업,1997-12-19,768137.0
1895,동양에스텍,060380,1차 철강 제조업,2002-02-05,28841.0
1896,동양이엔피,079960,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2005-02-01,112771.0
1897,동일철강,023790,1차 철강 제조업,1994-11-07,56497.0
1898,드래곤플라이,030350,소프트웨어 개발 및 공급업,1997-11-10,213642.0
1899,디스플레이텍,066670,전자부품 제조업,2002-12-30,53531.0
1900,디에스케이,109740,특수 목적용 기계 제조업,2009-09-23,110323.0
1901,디오스텍,196450,사진장비 및 광학기기 제조업,2014-06-02,1384498.0
1902,디자인,227100,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2018-11-15,27459.0
1903,디젠스,113810,자동차 신품 부품 제조업,2012-11-22,181652.0
1904,디케이디앤아이,033310,기타 금속 가공제품 제조업,1997-11-10,371931.0
1905,레이,228670,의료용 기기 제조업,2019-08-08,214937.0
1906,리메드,302550,의료용 기기 제조업,2019-12-06,373108.0
1907,마이크로텍,227950,특수 목적용 기계 제조업,2015-11-18,696756.0
1908,매일유업,267980,낙농제품 및 식용빙과류 제조업,2017-06-05,36684.0
1909,맥스로텍,141070,특수 목적용 기계 제조업,2012-11-16,661621.0
1910,멀티캠퍼스,067280,기타 교육기관,2006-11-16,14691.0
1911,메디프론,065650,기계장비 및 관련 물품 도매업,2003-01-21,4020930.0
1912,명성티엔에스,257370,특수 목적용 기계 제조업,2018-09-13,310043.0
1913,모바일어플라이언스,087260,소프트웨어 개발 및 공급업,2017-02-24,1464243.0
1914,미투온,201490,소프트웨어 개발 및 공급업,2016-10-10,838189.0
1915,바이오로그디바이스,208710,전자부품 제조업,2014-12-24,279321.0
1916,바이오솔루션,086820,기초 의약물질 및 생물학적 제제 제조업,2018-08-20,355735.0
1917,바이오톡스텍,086040,자연과학 및 공학 연구개발업,2007-09-21,1204584.0
1918,버추얼텍,036620,기타 전문 도매업,2000-01-11,1907879.0
1919,베스파,299910,소프트웨어 개발 및 공급업,2018-12-03,40278.0
1920,빅솔론,093190,컴퓨터 및 주변장치 제조업,2007-08-20,10617.0
1921,삼목에스폼,018310,"구조용 금속제품, 탱크 및 증기발생기 제조업",1996-05-03,75823.0
1922,삼성스팩2호,291230,금융 지원 서비스업,2018-09-13,7744.0
1923,상상인,038540,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2000-08-18,815861.0
1924,상신전자,263810,전자부품 제조업,2017-10-16,86387.0
1925,서진시스템,178320,통신 및 방송 장비 제조업,2017-03-27,373079.0
1926,서플러스글로벌,140070,기계장비 및 관련 물품 도매업,2017-01-25,255585.0
1927,선익시스템,171090,특수 목적용 기계 제조업,2017-09-20,118267.0
1928,세틀뱅크,234340,기타 정보 서비스업,2019-07-12,263701.0
1929,센트럴바이오,051980,플라스틱제품 제조업,2001-07-31,542242.0
1930,셀트리온헬스케어,091990,기타 전문 도매업,2017-07-28,4889339.0
1931,소프트센,032680,기계장비 및 관련 물품 도매업,1997-07-18,1120229.0
1932,쇼박스,086980,"영화, 비디오물, 방송프로그램 제작 및 배급업",2006-07-07,347554.0
1933,스타모빌리티,158310,특수 목적용 기계 제조업,2013-04-03,0.0
1934,시스웍,269620,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2017-12-26,159778.0
1935,신진에스엠,138070,기타 금속 가공제품 제조업,2011-11-28,2606.0
1936,심텍홀딩스,036710,통신 및 방송 장비 제조업,2000-01-04,90898.0
1937,쎌바이오텍,049960,기초 의약물질 및 생물학적 제제 제조업,2002-12-13,103373.0
1938,씨티케이코스메틱스,260930,기타 화학제품 제조업,2017-12-07,17763.0
1939,아모그린텍,125210,전자부품 제조업,2019-03-29,402034.0
1940,아미노로직스,074430,기타 전문 도매업,2004-06-04,2315971.0
1941,아이디스,143160,통신 및 방송 장비 제조업,2011-09-26,198920.0
1942,아이앤씨,052860,반도체 제조업,2009-10-06,692494.0
1943,아이에스이커머스,069920,무점포 소매업,2007-12-05,7557.0
1944,아이엠,101390,전자부품 제조업,2008-07-23,410479.0
1945,아이엠텍,226350,전자부품 제조업,2016-02-03,0.0
1946,아진엑스텍,059120,반도체 제조업,2014-07-24,113855.0
1947,아톤,158430,소프트웨어 개발 및 공급업,2019-10-17,151546.0
1948,알엔투테크놀로지,148250,전자부품 제조업,2016-06-22,188561.0
1949,액토즈소프트,052790,소프트웨어 개발 및 공급업,2001-08-14,75339.0
1950,앤씨앤,092600,반도체 제조업,2007-06-26,446708.0
1951,에스엠,041510,오디오물 출판 및 원판 녹음업,2000-04-27,501226.0
1952,에스티아이,039440,특수 목적용 기계 제조업,2002-02-28,380598.0
1953,에이아이비트,039230,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2000-06-22,0.0
1954,에이치케이,044780,특수 목적용 기계 제조업,2000-09-07,133376.0
1955,에이텍,045660,컴퓨터 및 주변장치 제조업,2001-05-24,304833.0
1956,에코프로,086520,기타 화학제품 제조업,2007-07-20,1103069.0
1957,엔지스테크널러지,208860,소프트웨어 개발 및 공급업,2016-07-28,323299.0
1958,오리엔탈정공,014940,일반 목적용 기계 제조업,2001-12-26,1757448.0
1959,오리콤,010470,광고업,2000-10-24,266006.0
1960,오스템,031510,자동차 신품 부품 제조업,1997-02-12,203993.0
1961,우리기술,032820,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2000-06-22,1050160.0
1962,우리기술투자,041190,기타 금융업,2000-06-09,2750267.0
1963,우리로,046970,기타 전문 도매업,2012-11-27,548588.0
1964,우정바이오,215380,자연과학 및 공학 연구개발업,2015-05-18,387959.0
1965,월덱스,101160,전자부품 제조업,2008-06-19,482162.0
1966,웰크론한텍,076080,건물 건설업,2008-07-18,157830.0
1967,웹스,196700,합성고무 및 플라스틱 물질 제조업,2015-08-24,276445.0
1968,윙입푸드,900340,기타 금융업,2018-11-30,891228.0
1969,유니셈,036200,특수 목적용 기계 제조업,1999-12-10,758447.0
1970,유니트론텍,142210,자동차 부품 및 내장품 판매업,2016-02-02,328816.0
1971,유진기업,023410,"시멘트, 석회, 플라스터 및 그 제품 제조업",1994-10-07,545760.0
1972,유진로봇,056080,특수 목적용 기계 제조업,2001-11-13,200422.0
1973,율호,072770,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2007-07-25,554927.0
1974,이라이콤,041520,상품 중개업,2003-07-04,143753.0
1975,이베스트투자증권,078020,금융 지원 서비스업,2007-02-21,305198.0
1976,이스트아시아홀딩스,900110,기타 금융업,2010-04-23,0.0
1977,이엑스티,226360,토목 건설업,2015-10-22,208594.0
1978,이엔에프테크놀로지,102710,기타 화학제품 제조업,2009-05-28,344777.0
1979,이원컴포텍,088290,자동차 신품 부품 제조업,2009-12-01,184160.0
1980,이크레더블,092130,기타 정보 서비스업,2008-10-24,28499.0
1981,이화전기,024810,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1994-12-29,9981845.0
1982,인트론바이오,048530,기초 의약물질 및 생물학적 제제 제조업,2011-01-26,1312290.0
1983,인프라웨어,041020,소프트웨어 개발 및 공급업,2005-10-28,904776.0
1984,일진파워,094820,전기 및 통신 공사업,2007-11-06,63411.0
1985,자비스,254120,특수 목적용 기계 제조업,2016-12-02,473978.0
1986,제노포커스,187420,기초 의약물질 및 생물학적 제제 제조업,2015-05-29,344201.0
1987,제룡산업,147830,"구조용 금속제품, 탱크 및 증기발생기 제조업",2012-02-13,54642.0
1988,제이에스티나,026040,귀금속 및 장신용품 제조업,1999-12-21,83925.0
1989,젬백스링크,064800,"섬유, 의복, 신발 및 가죽제품 소매업",2002-08-22,10190922.0
1990,조이시티,067000,소프트웨어 개발 및 공급업,2008-05-30,534181.0
1991,중앙에너비스,000440,기타 전문 도매업,1993-03-24,92215.0
1992,지에스이,053050,연료용 가스 제조 및 배관공급업,2001-10-11,318091.0
1993,지엘팜텍,204840,자연과학 및 공학 연구개발업,2014-11-20,2337244.0
1994,진매트릭스,109820,자연과학 및 공학 연구개발업,2009-11-06,463425.0
1995,창해에탄올,004650,알코올음료 제조업,2014-07-30,373398.0
1996,청담러닝,096240,일반 교습 학원,2008-06-27,54166.0
1997,컬러레이,900310,기타 금융업,2017-08-10,439065.0
1998,케어랩스,263700,소프트웨어 개발 및 공급업,2018-03-28,173328.0
1999,케이엔제이,272110,특수 목적용 기계 제조업,2019-10-25,86165.0
2000,케이엠,083550,기타 섬유제품 제조업,2005-12-20,2066839.0
2001,케이엠제약,225430,기타 화학제품 제조업,2015-10-08,1157279.0
2002,케이프,064820,선박 및 보트 건조업,2007-05-29,2731633.0
2003,켐트로닉스,089010,기타 화학제품 제조업,2007-01-17,683006.0
2004,켐트로스,220260,기타 화학제품 제조업,2015-07-27,865849.0
2005,코닉글로리,094860,소프트웨어 개발 및 공급업,2007-04-16,3621314.0
2006,코다코,046070,자동차 신품 부품 제조업,2000-12-26,0.0
2007,코디엠,224060,특수 목적용 기계 제조업,2015-12-29,4117289.0
2008,코리아에프티,123410,자동차 신품 부품 제조업,2010-08-27,370911.0
2009,코센,009730,1차 철강 제조업,1990-07-27,5651532.0
2010,큐로홀딩스,051780,"영화, 비디오물, 방송프로그램 제작 및 배급업",2001-06-26,267400.0
2011,태광,023160,1차 철강 제조업,1994-09-07,231136.0
2012,투비소프트,079970,소프트웨어 개발 및 공급업,2010-06-01,380613.0
2013,티피씨글로벌,130740,자동차 신품 부품 제조업,2011-02-08,61933.0
2014,파크시스템스,140860,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2015-12-17,52427.0
2015,파트론,091700,전자부품 제조업,2006-12-13,2743374.0
2016,파티게임즈,194510,소프트웨어 개발 및 공급업,2014-11-21,0.0
2017,팬젠,222110,의약품 제조업,2016-03-11,34578.0
2018,포스코엠텍,009520,1차 철강 제조업,1997-11-10,1054109.0
2019,포인트엔지니어링,256630,기타 금속 가공제품 제조업,2017-05-02,946849.0
2020,포티스,141020,무점포 소매업,2013-01-29,0.0
2021,퓨쳐스트림네트웍스,214270,소프트웨어 개발 및 공급업,2015-03-25,1352563.0
2022,피앤씨테크,237750,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2016-07-04,97902.0
2023,피앤이솔루션,131390,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2011-09-27,890365.0
2024,필로시스헬스케어,057880,"섬유, 의복, 신발 및 가죽제품 소매업",2003-12-29,683744.0
2025,하나머스트제6호스팩,307160,금융 지원 서비스업,2018-11-30,44057.0
2026,하림지주,003380,기타 금융업,2017-06-30,221107.0
2027,하이제5호스팩,340120,금융 지원 서비스업,2019-12-23,6512.0
2028,하이텍팜,106190,기타 전문 도매업,2010-07-28,75171.0
2029,한국가구,004590,생활용품 도매업,1993-06-03,27621.0
2030,한국정밀기계,101680,특수 목적용 기계 제조업,2009-05-19,48010.0
2031,한빛소프트,047080,소프트웨어 개발 및 공급업,2002-01-10,143384.0
2032,한송네오텍,226440,특수 목적용 기계 제조업,2015-10-06,1048067.0
2033,현대통신,039010,통신 및 방송 장비 제조업,2000-07-20,35351.0
2034,화일약품,061250,의약품 제조업,2002-04-18,838613.0
2035,휘닉스소재,050090,전자부품 제조업,2004-06-29,689218.0
2036,휴림로봇,090710,특수 목적용 기계 제조업,2006-12-05,1518913.0
2037,휴온스글로벌,084110,의약품 제조업,2006-12-19,68063.0
2038,대동고려삼,178600,기타 식품 제조업,2013-12-20,1.0
2039,더콘텐츠온,302920,"영화, 비디오물, 방송프로그램 제작 및 배급업",2018-08-13,112.0
2040,미애부,225850,생활용품 도매업,2015-12-08,1459.0
2041,볼빅,206950,운동 및 경기용구 제조업,2015-12-30,13452.0
2042,스템랩,258540,자연과학 및 공학 연구개발업,2016-11-29,140.0
2043,아이피몬스터,223220,소프트웨어 개발 및 공급업,2015-07-09,0.0
2044,안지오랩,251280,자연과학 및 공학 연구개발업,2016-10-25,12.0
2045,에스엔피제네틱스,086460,자연과학 및 공학 연구개발업,2013-07-01,0.0
2046,에이비온,203400,자연과학 및 공학 연구개발업,2014-07-21,30519.0
2047,에이펙스인텍,207490,전구 및 조명장치 제조업,2018-11-28,1.0
2048,엔솔바이오사이언스,140610,자연과학 및 공학 연구개발업,2018-09-10,9688.0
2049,엔에스컴퍼니,224760,토목 건설업,2015-07-31,242.0
2050,이비테크,208850,기타 전기장비 제조업,2016-06-22,701.0
2051,인터코스,240340,기타 화학제품 제조업,2016-04-21,5214.0
2052,질경이,233990,기타 화학제품 제조업,2015-12-29,11869.0
2053,크로넥스,215570,자연과학 및 공학 연구개발업,2015-12-28,620.0
2054,티씨엠생명과학,228180,자연과학 및 공학 연구개발업,2015-10-22,900.0
2055,파마리서치바이오,217950,의약품 제조업,2015-11-05,2088.0
2056,판도라티비,202960,소프트웨어 개발 및 공급업,2014-08-11,6240.0
2057,프로테옴텍,303360,의료용품 및 기타 의약 관련제품 제조업,2018-12-19,0.0
2058,BYC,001460,봉제의복 제조업,1975-06-02,541.0
2059,HMM,011200,해상 운송업,1995-10-05,8586984.0
2060,JB금융지주,175330,기타 금융업,2013-07-18,873734.0
2061,LS네트웍스,000680,상품 종합 도매업,1973-11-15,1256528.0
2062,SK,034730,기타 금융업,2009-11-11,1272694.0
2063,SK디스커버리,006120,기타 금융업,1976-06-29,224086.0
2064,SK케미칼,285130,합성고무 및 플라스틱 물질 제조업,2018-01-05,444525.0
2065,강남제비스코,000860,기타 화학제품 제조업,1975-11-12,22770.0
2066,경동나비엔,009450,가정용 기기 제조업,1993-08-31,44384.0
2067,광명전기,017040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1990-09-14,520081.0
2068,그린케미칼,083420,기타 화학제품 제조업,2005-10-20,36159.0
2069,금호석유화학,011780,기초 화학물질 제조업,1988-01-22,229894.0
2070,깨끗한나라,004540,"펄프, 종이 및 판지 제조업",1975-06-25,2689918.0
2071,남광토건,001260,토목 건설업,1976-12-28,77238.0
2072,노루홀딩스,000320,기타 금융업,1973-08-10,9805.0
2073,대동공업,000490,특수 목적용 기계 제조업,1975-06-27,196733.0
2074,대상홀딩스,084690,기타 금융업,2005-08-17,368460.0
2075,대성에너지,117580,연료용 가스 제조 및 배관공급업,2010-12-24,21817.0
2076,대우부품,009320,자동차 신품 부품 제조업,1989-08-25,1796255.0
2077,대창단조,015230,자동차 신품 부품 제조업,1989-07-25,35731.0
2078,도화엔지니어링,002150,"건축기술, 엔지니어링 및 관련 기술 서비스업",2010-08-12,136335.0
2079,동성화학,005190,기초 화학물질 제조업,1988-07-01,29160.0
2080,동아에스티,170900,의약품 제조업,2013-04-08,37214.0
2081,동아지질,028100,기반조성 및 시설물 축조관련 전문공사업,2009-06-12,263013.0
2082,동양물산기업,002900,특수 목적용 기계 제조업,1973-06-26,2588731.0
2083,동일고무벨트,163560,고무제품 제조업,2012-10-19,118183.0
2084,동일산업,004890,1차 철강 제조업,2005-06-30,2495.0
2085,동일제강,002690,1차 철강 제조업,2015-09-24,90447.0
2086,두올,016740,자동차 신품 부품 제조업,2016-07-29,619692.0
2087,롯데푸드,002270,낙농제품 및 식용빙과류 제조업,1973-05-09,5891.0
2088,롯데하이마트,071840,가전제품 및 정보통신장비 소매업,2011-06-29,177454.0
2089,모나리자,012690,기타 종이 및 판지 제품 제조업,1988-10-14,9756187.0
2090,무림페이퍼,009200,"펄프, 종이 및 판지 제조업",1990-06-09,134897.0
2091,미래산업,025560,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",1996-11-22,0.0
2092,미래에셋대우,006800,금융 지원 서비스업,1975-09-30,5355783.0
2093,보해양조,000890,알코올음료 제조업,1988-09-23,2153529.0
2094,삼화콘덴서공업,001820,전자부품 제조업,1976-06-26,305061.0
2095,상신브레이크,041650,자동차 신품 부품 제조업,2004-10-27,95504.0
2096,서울도시가스,017390,연료용 가스 제조 및 배관공급업,1995-08-18,675.0
2097,성안,011300,직물직조 및 직물제품 제조업,1995-11-10,132041.0
2098,신대양제지,016590,"골판지, 종이 상자 및 종이용기 제조업",1995-12-21,20482.0
2099,신흥,004080,기계장비 및 관련 물품 도매업,1991-02-08,31548.0
2100,애경유화,161000,기초 화학물질 제조업,2012-09-17,371641.0
2101,에이프로젠제약,003060,의약품 제조업,1984-10-19,3510344.0
2102,영풍제지,006740,"골판지, 종이 상자 및 종이용기 제조업",1996-07-03,41449.0
2103,우리들제약,004720,의약품 제조업,1990-06-15,493369.0
2104,우리종금,010050,기타 금융업,1974-09-11,2335884.0
2105,우진아이엔에스,010400,건물설비 설치 공사업,2018-09-14,29205.0
2106,웅진씽크빅,095720,초등 교육기관,2007-05-31,418277.0
2107,유수홀딩스,000700,회사 본부 및 경영 컨설팅 서비스업,1956-03-03,52057.0
2108,유엔젤,072130,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2003-07-01,106803.0
2109,율촌화학,008730,플라스틱제품 제조업,1988-08-30,125913.0
2110,이노션,214320,광고업,2015-07-17,109927.0
2111,이화산업,000760,기타 전문 도매업,1994-04-29,239.0
2112,인팩,023810,자동차 신품 부품 제조업,2004-09-21,24391.0
2113,일신방직,003200,방적 및 가공사 제조업,1973-05-23,4737.0
2114,일진디스플,020760,반도체 제조업,2002-01-09,324895.0
2115,제주은행,006220,은행 및 저축기관,1972-12-28,66031.0
2116,진양홀딩스,100250,플라스틱제품 제조업,2008-02-15,84363.0
2117,천일고속,000650,육상 여객 운송업,1977-06-23,833.0
2118,체시스,033250,자동차 신품 부품 제조업,1999-08-11,638777.0
2119,카프로,006380,기초 화학물질 제조업,1974-05-28,319929.0
2120,케이티앤지,033780,담배 제조업,1999-10-08,483064.0
2121,코스맥스,192820,기타 화학제품 제조업,2014-04-07,103421.0
2122,태영건설,009410,토목 건설업,1989-11-13,1086049.0
2123,폴루스바이오팜,007630,상품 중개업,1988-10-24,0.0
2124,풍산,103140,1차 비철금속 제조업,2008-07-30,323330.0
2125,하나금융지주,086790,기타 금융업,2005-12-12,2444887.0
2126,한국가스공사,036460,연료용 가스 제조 및 배관공급업,1999-12-15,518419.0
2127,한국전력공사,015760,전기업,1989-08-10,3024529.0
2128,한국항공우주,047810,"항공기,우주선 및 부품 제조업",2011-06-30,846568.0
2129,한성기업,003680,수산물 가공 및 저장 처리업,1989-01-26,401817.0
2130,한세예스24홀딩스,016450,봉제의복 제조업,2000-01-06,58628.0
2131,한일홀딩스,003300,"시멘트, 석회, 플라스터 및 그 제품 제조업",1969-11-20,26071.0
2132,한창,005110,기계장비 및 관련 물품 도매업,1976-06-01,1800486.0
2133,현대그린푸드,005440,종합 소매업,1989-08-22,463994.0
2134,현대로템,064350,철도장비 제조업,2013-10-30,1230515.0
2135,현대미포조선,010620,선박 및 보트 건조업,1983-12-20,382127.0
2136,현대백화점,069960,종합 소매업,2002-11-25,158579.0
2137,현대약품,004310,의약품 제조업,1978-06-28,38411301.0
2138,현대종합상사,011760,상품 종합 도매업,1977-12-01,82383.0
2139,화신,010690,자동차 신품 부품 제조업,1994-01-14,122648.0
2140,휴켐스,069260,기타 화학제품 제조업,2002-10-07,285682.0
2141,흥국화재,000540,보험업,1974-12-05,225903.0
2142,AP시스템,265520,특수 목적용 기계 제조업,2017-04-07,282984.0
2143,AP위성,211270,통신 및 방송 장비 제조업,2016-03-04,27709.0
2144,S&K폴리텍,091340,전자부품 제조업,2007-07-30,241977.0
2145,SFA반도체,036540,반도체 제조업,2001-05-02,3178807.0
2146,THE MIDONG,161570,영상 및 음향기기 제조업,2013-11-13,59668.0
2147,YTN,040300,"영화, 비디오물, 방송프로그램 제작 및 배급업",2001-09-04,72398.0
2148,골프존뉴딘홀딩스,121440,상품 중개업,2011-05-20,311922.0
2149,글로벌에스엠,900070,기타 금융업,2009-12-23,440861.0
